ID	HEX	名称	文名称	英文名称	版本存在
1275	04FB	？？？	？？？	???	#N/A
1276	04FC	？？？	？？？	???	#N/A
1277	04FD	？？？	？？？	???	#N/A
1278	04FE	洛托姆型录	ロトムのカタログ	Rotom Catalog	TRUE
1279	04FF	★And458	★And458	★And458	#N/A
1280	0500	★And15	★And15	★And15	#N/A
1281	0501	★And337	★And337	★And337	#N/A
1282	0502	★And603	★And603	★And603	#N/A
1283	0503	★And390	★And390	★And390	#N/A
1284	0504	★Sgr6879	★Sgr6879	★Sgr6879	#N/A
1285	0505	★Sgr6859	★Sgr6859	★Sgr6859	#N/A
1286	0506	★Sgr6913	★Sgr6913	★Sgr6913	#N/A
1287	0507	★Sgr7348	★Sgr7348	★Sgr7348	#N/A
1288	0508	★Sgr7121	★Sgr7121	★Sgr7121	#N/A
1289	0509	★Sgr6746	★Sgr6746	★Sgr6746	#N/A
1290	050A	★Sgr7194	★Sgr7194	★Sgr7194	#N/A
1291	050B	★Sgr7337	★Sgr7337	★Sgr7337	#N/A
1292	050C	★Sgr7343	★Sgr7343	★Sgr7343	#N/A
1293	050D	★Sgr6812	★Sgr6812	★Sgr6812	#N/A
1294	050E	★Sgr7116	★Sgr7116	★Sgr7116	#N/A
1295	050F	★Sgr7264	★Sgr7264	★Sgr7264	#N/A
1296	0510	★Sgr7597	★Sgr7597	★Sgr7597	#N/A
1297	0511	★Del7882	★Del7882	★Del7882	#N/A
1298	0512	★Del7906	★Del7906	★Del7906	#N/A
1299	0513	★Del7852	★Del7852	★Del7852	#N/A
1300	0514	★Psc596	★Psc596	★Psc596	#N/A
1301	0515	★Psc361	★Psc361	★Psc361	#N/A
1302	0516	★Psc510	★Psc510	★Psc510	#N/A
1303	0517	★Psc437	★Psc437	★Psc437	#N/A
1304	0518	★Psc8773	★Psc8773	★Psc8773	#N/A
1305	0519	★Lep1865	★Lep1865	★Lep1865	#N/A
1306	051A	★Lep1829	★Lep1829	★Lep1829	#N/A
1307	051B	★Boo5340	★Boo5340	★Boo5340	#N/A
1308	051C	★Boo5506	★Boo5506	★Boo5506	#N/A
1309	051D	★Boo5435	★Boo5435	★Boo5435	#N/A
1310	051E	★Boo5602	★Boo5602	★Boo5602	#N/A
1311	051F	★Boo5733	★Boo5733	★Boo5733	#N/A
1312	0520	★Boo5235	★Boo5235	★Boo5235	#N/A
1313	0521	★Boo5351	★Boo5351	★Boo5351	#N/A
1314	0522	★Hya3748	★Hya3748	★Hya3748	#N/A
1315	0523	★Hya3903	★Hya3903	★Hya3903	#N/A
1316	0524	★Hya3418	★Hya3418	★Hya3418	#N/A
1317	0525	★Hya3482	★Hya3482	★Hya3482	#N/A
1318	0526	★Hya3845	★Hya3845	★Hya3845	#N/A
1319	0527	★Eri1084	★Eri1084	★Eri1084	#N/A
1320	0528	★Eri472	★Eri472	★Eri472	#N/A
1321	0529	★Eri1666	★Eri1666	★Eri1666	#N/A
1322	052A	★Eri897	★Eri897	★Eri897	#N/A
1323	052B	★Eri1231	★Eri1231	★Eri1231	#N/A
1324	052C	★Eri874	★Eri874	★Eri874	#N/A
1325	052D	★Eri1298	★Eri1298	★Eri1298	#N/A
1326	052E	★Eri1325	★Eri1325	★Eri1325	#N/A
1327	052F	★Eri984	★Eri984	★Eri984	#N/A
1328	0530	★Eri1464	★Eri1464	★Eri1464	#N/A
1329	0531	★Eri1393	★Eri1393	★Eri1393	#N/A
1330	0532	★Eri850	★Eri850	★Eri850	#N/A
1331	0533	★Tau1409	★Tau1409	★Tau1409	#N/A
1332	0534	★Tau1457	★Tau1457	★Tau1457	#N/A
1333	0535	★Tau1165	★Tau1165	★Tau1165	#N/A
1334	0536	★Tau1791	★Tau1791	★Tau1791	#N/A
1335	0537	★Tau1910	★Tau1910	★Tau1910	#N/A
1336	0538	★Tau1346	★Tau1346	★Tau1346	#N/A
1337	0539	★Tau1373	★Tau1373	★Tau1373	#N/A
1338	053A	★Tau1412	★Tau1412	★Tau1412	#N/A
1339	053B	★CMa2491	★CMa2491	★CMa2491	#N/A
1340	053C	★CMa2693	★CMa2693	★CMa2693	#N/A
1341	053D	★CMa2294	★CMa2294	★CMa2294	#N/A
1342	053E	★CMa2827	★CMa2827	★CMa2827	#N/A
1343	053F	★CMa2282	★CMa2282	★CMa2282	#N/A
1344	0540	★CMa2618	★CMa2618	★CMa2618	#N/A
1345	0541	★CMa2657	★CMa2657	★CMa2657	#N/A
1346	0542	★CMa2646	★CMa2646	★CMa2646	#N/A
1347	0543	★UMa4905	★UMa4905	★UMa4905	#N/A
1348	0544	★UMa4301	★UMa4301	★UMa4301	#N/A
1349	0545	★UMa5191	★UMa5191	★UMa5191	#N/A
1350	0546	★UMa5054	★UMa5054	★UMa5054	#N/A
1351	0547	★UMa4295	★UMa4295	★UMa4295	#N/A
1352	0548	★UMa4660	★UMa4660	★UMa4660	#N/A
1353	0549	★UMa4554	★UMa4554	★UMa4554	#N/A
1354	054A	★UMa4069	★UMa4069	★UMa4069	#N/A
1355	054B	★UMa3569	★UMa3569	★UMa3569	#N/A
1356	054C	★UMa3323	★UMa3323	★UMa3323	#N/A
1357	054D	★UMa4033	★UMa4033	★UMa4033	#N/A
1358	054E	★UMa4377	★UMa4377	★UMa4377	#N/A
1359	054F	★UMa4375	★UMa4375	★UMa4375	#N/A
1360	0550	★UMa4518	★UMa4518	★UMa4518	#N/A
1361	0551	★UMa3594	★UMa3594	★UMa3594	#N/A
1362	0552	★Vir5056	★Vir5056	★Vir5056	#N/A
1363	0553	★Vir4825	★Vir4825	★Vir4825	#N/A
1364	0554	★Vir4932	★Vir4932	★Vir4932	#N/A
1365	0555	★Vir4540	★Vir4540	★Vir4540	#N/A
1366	0556	★Vir4689	★Vir4689	★Vir4689	#N/A
1367	0557	★Vir5338	★Vir5338	★Vir5338	#N/A
1368	0558	★Vir4910	★Vir4910	★Vir4910	#N/A
1369	0559	★Vir5315	★Vir5315	★Vir5315	#N/A
1370	055A	★Vir5359	★Vir5359	★Vir5359	#N/A
1371	055B	★Vir5409	★Vir5409	★Vir5409	#N/A
1372	055C	★Vir5107	★Vir5107	★Vir5107	#N/A
1373	055D	★Ari617	★Ari617	★Ari617	#N/A
1374	055E	★Ari553	★Ari553	★Ari553	#N/A
1375	055F	★Ari546	★Ari546	★Ari546	#N/A
1376	0560	★Ari951	★Ari951	★Ari951	#N/A
1377	0561	★Ori1713	★Ori1713	★Ori1713	#N/A
1378	0562	★Ori2061	★Ori2061	★Ori2061	#N/A
1379	0563	★Ori1790	★Ori1790	★Ori1790	#N/A
1380	0564	★Ori1903	★Ori1903	★Ori1903	#N/A
1381	0565	★Ori1948	★Ori1948	★Ori1948	#N/A
1382	0566	★Ori2004	★Ori2004	★Ori2004	#N/A
1383	0567	★Ori1852	★Ori1852	★Ori1852	#N/A
1384	0568	★Ori1879	★Ori1879	★Ori1879	#N/A
1385	0569	★Ori1899	★Ori1899	★Ori1899	#N/A
1386	056A	★Ori1543	★Ori1543	★Ori1543	#N/A
1387	056B	★Cas21	★Cas21	★Cas21	#N/A
1388	056C	★Cas168	★Cas168	★Cas168	#N/A
1389	056D	★Cas403	★Cas403	★Cas403	#N/A
1390	056E	★Cas153	★Cas153	★Cas153	#N/A
1391	056F	★Cas542	★Cas542	★Cas542	#N/A
1392	0570	★Cas219	★Cas219	★Cas219	#N/A
1393	0571	★Cas265	★Cas265	★Cas265	#N/A
1394	0572	★Cnc3572	★Cnc3572	★Cnc3572	#N/A
1395	0573	★Cnc3208	★Cnc3208	★Cnc3208	#N/A
1396	0574	★Cnc3461	★Cnc3461	★Cnc3461	#N/A
1397	0575	★Cnc3449	★Cnc3449	★Cnc3449	#N/A
1398	0576	★Cnc3429	★Cnc3429	★Cnc3429	#N/A
1399	0577	★Cnc3627	★Cnc3627	★Cnc3627	#N/A
1400	0578	★Cnc3268	★Cnc3268	★Cnc3268	#N/A
1401	0579	★Cnc3249	★Cnc3249	★Cnc3249	#N/A
1402	057A	★Com4968	★Com4968	★Com4968	#N/A
1403	057B	★Crv4757	★Crv4757	★Crv4757	#N/A
1404	057C	★Crv4623	★Crv4623	★Crv4623	#N/A
1405	057D	★Crv4662	★Crv4662	★Crv4662	#N/A
1406	057E	★Crv4786	★Crv4786	★Crv4786	#N/A
1407	057F	★Aur1708	★Aur1708	★Aur1708	#N/A
1408	0580	★Aur2088	★Aur2088	★Aur2088	#N/A
1409	0581	★Aur1605	★Aur1605	★Aur1605	#N/A
1410	0582	★Aur2095	★Aur2095	★Aur2095	#N/A
1411	0583	★Aur1577	★Aur1577	★Aur1577	#N/A
1412	0584	★Aur1641	★Aur1641	★Aur1641	#N/A
1413	0585	★Aur1612	★Aur1612	★Aur1612	#N/A
1414	0586	★Pav7790	★Pav7790	★Pav7790	#N/A
1415	0587	★Cet911	★Cet911	★Cet911	#N/A
1416	0588	★Cet681	★Cet681	★Cet681	#N/A
1417	0589	★Cet188	★Cet188	★Cet188	#N/A
1418	058A	★Cet539	★Cet539	★Cet539	#N/A
1419	058B	★Cet804	★Cet804	★Cet804	#N/A
1420	058C	★Cep8974	★Cep8974	★Cep8974	#N/A
1421	058D	★Cep8162	★Cep8162	★Cep8162	#N/A
1422	058E	★Cep8238	★Cep8238	★Cep8238	#N/A
1423	058F	★Cep8417	★Cep8417	★Cep8417	#N/A
1424	0590	★Cen5267	★Cen5267	★Cen5267	#N/A
1425	0591	★Cen5288	★Cen5288	★Cen5288	#N/A
1426	0592	★Cen551	★Cen551	★Cen551	#N/A
1427	0593	★Cen5459	★Cen5459	★Cen5459	#N/A
1428	0594	★Cen5460	★Cen5460	★Cen5460	#N/A
1429	0595	★CMi2943	★CMi2943	★CMi2943	#N/A
1430	0596	★CMi2845	★CMi2845	★CMi2845	#N/A
1431	0597	★Equ8131	★Equ8131	★Equ8131	#N/A
1432	0598	★Vul7405	★Vul7405	★Vul7405	#N/A
1433	0599	★UMi424	★UMi424	★UMi424	#N/A
1434	059A	★UMi5563	★UMi5563	★UMi5563	#N/A
1435	059B	★UMi5735	★UMi5735	★UMi5735	#N/A
1436	059C	★UMi6789	★UMi6789	★UMi6789	#N/A
1437	059D	★Crt4287	★Crt4287	★Crt4287	#N/A
1438	059E	★Lyr7001	★Lyr7001	★Lyr7001	#N/A
1439	059F	★Lyr7178	★Lyr7178	★Lyr7178	#N/A
1440	05A0	★Lyr7106	★Lyr7106	★Lyr7106	#N/A
1441	05A1	★Lyr7298	★Lyr7298	★Lyr7298	#N/A
1442	05A2	★Ara6585	★Ara6585	★Ara6585	#N/A
1443	05A3	★Sco6134	★Sco6134	★Sco6134	#N/A
1444	05A4	★Sco6527	★Sco6527	★Sco6527	#N/A
1445	05A5	★Sco6553	★Sco6553	★Sco6553	#N/A
1446	05A6	★Sco5953	★Sco5953	★Sco5953	#N/A
1447	05A7	★Sco5984	★Sco5984	★Sco5984	#N/A
1448	05A8	★Sco6508	★Sco6508	★Sco6508	#N/A
1449	05A9	★Sco6084	★Sco6084	★Sco6084	#N/A
1450	05AA	★Sco5944	★Sco5944	★Sco5944	#N/A
1451	05AB	★Sco6630	★Sco6630	★Sco6630	#N/A
1452	05AC	★Sco6027	★Sco6027	★Sco6027	#N/A
1453	05AD	★Sco6247	★Sco6247	★Sco6247	#N/A
1454	05AE	★Sco6252	★Sco6252	★Sco6252	#N/A
1455	05AF	★Sco5928	★Sco5928	★Sco5928	#N/A
1456	05B0	★Sco6241	★Sco6241	★Sco6241	#N/A
1457	05B1	★Sco6165	★Sco6165	★Sco6165	#N/A
1458	05B2	★Tri544	★Tri544	★Tri544	#N/A
1459	05B3	★Leo3982	★Leo3982	★Leo3982	#N/A
1460	05B4	★Leo4534	★Leo4534	★Leo4534	#N/A
1461	05B5	★Leo4357	★Leo4357	★Leo4357	#N/A
1462	05B6	★Leo4057	★Leo4057	★Leo4057	#N/A
1463	05B7	★Leo4359	★Leo4359	★Leo4359	#N/A
1464	05B8	★Leo4031	★Leo4031	★Leo4031	#N/A
1465	05B9	★Leo3852	★Leo3852	★Leo3852	#N/A
1466	05BA	★Leo3905	★Leo3905	★Leo3905	#N/A
1467	05BB	★Leo3773	★Leo3773	★Leo3773	#N/A
1468	05BC	★Gru8425	★Gru8425	★Gru8425	#N/A
1469	05BD	★Gru8636	★Gru8636	★Gru8636	#N/A
1470	05BE	★Gru8353	★Gru8353	★Gru8353	#N/A
1471	05BF	★Lib5685	★Lib5685	★Lib5685	#N/A
1472	05C0	★Lib5531	★Lib5531	★Lib5531	#N/A
1473	05C1	★Lib5787	★Lib5787	★Lib5787	#N/A
1474	05C2	★Lib5603	★Lib5603	★Lib5603	#N/A
1475	05C3	★Pup3165	★Pup3165	★Pup3165	#N/A
1476	05C4	★Pup3185	★Pup3185	★Pup3185	#N/A
1477	05C5	★Pup3045	★Pup3045	★Pup3045	#N/A
1478	05C6	★Cyg7924	★Cyg7924	★Cyg7924	#N/A
1479	05C7	★Cyg7417	★Cyg7417	★Cyg7417	#N/A
1480	05C8	★Cyg7796	★Cyg7796	★Cyg7796	#N/A
1481	05C9	★Cyg8301	★Cyg8301	★Cyg8301	#N/A
1482	05CA	★Cyg7949	★Cyg7949	★Cyg7949	#N/A
1483	05CB	★Cyg7528	★Cyg7528	★Cyg7528	#N/A
1484	05CC	★Oct7228	★Oct7228	★Oct7228	#N/A
1485	05CD	★Col1956	★Col1956	★Col1956	#N/A
1486	05CE	★Col2040	★Col2040	★Col2040	#N/A
1487	05CF	★Col2177	★Col2177	★Col2177	#N/A
1488	05D0	★Gem2990	★Gem2990	★Gem2990	#N/A
1489	05D1	★Gem2891	★Gem2891	★Gem2891	#N/A
1490	05D2	★Gem2421	★Gem2421	★Gem2421	#N/A
1491	05D3	★Gem2473	★Gem2473	★Gem2473	#N/A
1492	05D4	★Gem2216	★Gem2216	★Gem2216	#N/A
1493	05D5	★Gem2777	★Gem2777	★Gem2777	#N/A
1494	05D6	★Gem2650	★Gem2650	★Gem2650	#N/A
1495	05D7	★Gem2286	★Gem2286	★Gem2286	#N/A
1496	05D8	★Gem2484	★Gem2484	★Gem2484	#N/A
1497	05D9	★Gem2930	★Gem2930	★Gem2930	#N/A
1498	05DA	★Peg8775	★Peg8775	★Peg8775	#N/A
1499	05DB	★Peg8781	★Peg8781	★Peg8781	#N/A
1500	05DC	★Peg39	★Peg39	★Peg39	#N/A
1501	05DD	★Peg8308	★Peg8308	★Peg8308	#N/A
1502	05DE	★Peg8650	★Peg8650	★Peg8650	#N/A
1503	05DF	★Peg8634	★Peg8634	★Peg8634	#N/A
1504	05E0	★Peg8684	★Peg8684	★Peg8684	#N/A
1505	05E1	★Peg8450	★Peg8450	★Peg8450	#N/A
1506	05E2	★Peg8880	★Peg8880	★Peg8880	#N/A
1507	05E3	★Peg8905	★Peg8905	★Peg8905	#N/A
1508	05E4	★Oph6556	★Oph6556	★Oph6556	#N/A
1509	05E5	★Oph6378	★Oph6378	★Oph6378	#N/A
1510	05E6	★Oph6603	★Oph6603	★Oph6603	#N/A
1511	05E7	★Oph6149	★Oph6149	★Oph6149	#N/A
1512	05E8	★Oph6056	★Oph6056	★Oph6056	#N/A
1513	05E9	★Oph6075	★Oph6075	★Oph6075	#N/A
1514	05EA	★Ser5854	★Ser5854	★Ser5854	#N/A
1515	05EB	★Ser7141	★Ser7141	★Ser7141	#N/A
1516	05EC	★Ser5879	★Ser5879	★Ser5879	#N/A
1517	05ED	★Her6406	★Her6406	★Her6406	#N/A
1518	05EE	★Her6148	★Her6148	★Her6148	#N/A
1519	05EF	★Her6410	★Her6410	★Her6410	#N/A
1520	05F0	★Her6526	★Her6526	★Her6526	#N/A
1521	05F1	★Her6117	★Her6117	★Her6117	#N/A
1522	05F2	★Her6008	★Her6008	★Her6008	#N/A
1523	05F3	★Per936	★Per936	★Per936	#N/A
1524	05F4	★Per1017	★Per1017	★Per1017	#N/A
1525	05F5	★Per1131	★Per1131	★Per1131	#N/A
1526	05F6	★Per1228	★Per1228	★Per1228	#N/A
1527	05F7	★Per834	★Per834	★Per834	#N/A
1528	05F8	★Per941	★Per941	★Per941	#N/A
1529	05F9	★Phe99	★Phe99	★Phe99	#N/A
1530	05FA	★Phe338	★Phe338	★Phe338	#N/A
1531	05FB	★Vel3634	★Vel3634	★Vel3634	#N/A
1532	05FC	★Vel3485	★Vel3485	★Vel3485	#N/A
1533	05FD	★Vel3734	★Vel3734	★Vel3734	#N/A
1534	05FE	★Aqr8232	★Aqr8232	★Aqr8232	#N/A
1535	05FF	★Aqr8414	★Aqr8414	★Aqr8414	#N/A
1536	0600	★Aqr8709	★Aqr8709	★Aqr8709	#N/A
1537	0601	★Aqr8518	★Aqr8518	★Aqr8518	#N/A
1538	0602	★Aqr7950	★Aqr7950	★Aqr7950	#N/A
1539	0603	★Aqr8499	★Aqr8499	★Aqr8499	#N/A
1540	0604	★Aqr8610	★Aqr8610	★Aqr8610	#N/A
1541	0605	★Aqr8264	★Aqr8264	★Aqr8264	#N/A
1542	0606	★Cru4853	★Cru4853	★Cru4853	#N/A
1543	0607	★Cru4730	★Cru4730	★Cru4730	#N/A
1544	0608	★Cru4763	★Cru4763	★Cru4763	#N/A
1545	0609	★Cru4700	★Cru4700	★Cru4700	#N/A
1546	060A	★Cru4656	★Cru4656	★Cru4656	#N/A
1547	060B	★PsA8728	★PsA8728	★PsA8728	#N/A
1548	060C	★TrA6217	★TrA6217	★TrA6217	#N/A
1549	060D	★Cap7776	★Cap7776	★Cap7776	#N/A
1550	060E	★Cap7754	★Cap7754	★Cap7754	#N/A
1551	060F	★Cap8278	★Cap8278	★Cap8278	#N/A
1552	0610	★Cap8322	★Cap8322	★Cap8322	#N/A
1553	0611	★Cap7773	★Cap7773	★Cap7773	#N/A
1554	0612	★Sge7479	★Sge7479	★Sge7479	#N/A
1555	0613	★Car2326	★Car2326	★Car2326	#N/A
1556	0614	★Car3685	★Car3685	★Car3685	#N/A
1557	0615	★Car3307	★Car3307	★Car3307	#N/A
1558	0616	★Car3699	★Car3699	★Car3699	#N/A
1559	0617	★Dra5744	★Dra5744	★Dra5744	#N/A
1560	0618	★Dra5291	★Dra5291	★Dra5291	#N/A
1561	0619	★Dra6705	★Dra6705	★Dra6705	#N/A
1562	061A	★Dra6536	★Dra6536	★Dra6536	#N/A
1563	061B	★Dra7310	★Dra7310	★Dra7310	#N/A
1564	061C	★Dra6688	★Dra6688	★Dra6688	#N/A
1565	061D	★Dra4434	★Dra4434	★Dra4434	#N/A
1566	061E	★Dra6370	★Dra6370	★Dra6370	#N/A
1567	061F	★Dra7462	★Dra7462	★Dra7462	#N/A
1568	0620	★Dra6396	★Dra6396	★Dra6396	#N/A
1569	0621	★Dra6132	★Dra6132	★Dra6132	#N/A
1570	0622	★Dra6636	★Dra6636	★Dra6636	#N/A
1571	0623	★CVn4915	★CVn4915	★CVn4915	#N/A
1572	0624	★CVn4785	★CVn4785	★CVn4785	#N/A
1573	0625	★CVn4846	★CVn4846	★CVn4846	#N/A
1574	0626	★Aql7595	★Aql7595	★Aql7595	#N/A
1575	0627	★Aql7557	★Aql7557	★Aql7557	#N/A
1576	0628	★Aql7525	★Aql7525	★Aql7525	#N/A
1577	0629	★Aql7602	★Aql7602	★Aql7602	#N/A
1578	062A	★Aql7235	★Aql7235	★Aql7235	#N/A
1579	062B	极巨甜蜜	ダイミツ	Max Honey	#N/A
1580	062C	极巨菇菇	ダイキノコ	Max Mushrooms	#N/A
1581	062D	伽勒豆蔻枝	ガラナツのえだ	Galarica Twig	TRUE
1582	062E	伽勒豆蔻手环	ガラナツブレス	Galarica Cuff	TRUE
1583	062F	时尚名人卡	おしゃれカード	Style Card	#N/A
1584	0630	铠甲车票	ヨロイパス	Armor Pass	#N/A
1585	0631	洛托姆自行车	ロトムじてんしゃ	Rotom Bike	#N/A
1586	0632	洛托姆自行车	ロトムじてんしゃ	Rotom Bike	#N/A
1587	0633	经验护符	けいけんおまもり	Exp. Charm	TRUE
1588	0634	铠甲矿石	ヨロイこうせき	Armorite Ore	#N/A
1589	0635	证章护符	あかしのおまもり	Mark Charm	TRUE
1590	0636	牵绊缰绳	キズナのタヅナ	Reins of Unity	TRUE
1591	0637	牵绊缰绳	キズナのタヅナ	Reins of Unity	TRUE
1592	0638	伽勒豆蔻花圈	ガラナツリース	Galarica Wreath	TRUE
1593	0639	传说笔记１	でんせつのメモ１	Legendary Clue 1	#N/A
1594	063A	传说笔记２	でんせつのメモ２	Legendary Clue 2	#N/A
1595	063B	传说笔记３	でんせつのメモ３	Legendary Clue 3	#N/A
1596	063C	传说笔记？	でんせつのメモ？	Legendary Clue?	#N/A
1597	063D	王冠车票	カンムリパス	Crown Pass	#N/A
1598	063E	木雕王冠	きぼりのかんむり	Wooden Crown	#N/A
1599	063F	光辉花瓣	かがやくはなびら	Radiant Petal	#N/A
1600	0640	白色鬃毛	しろいたてがみ	White Mane Hair	#N/A
1601	0641	黑色鬃毛	くろいたてがみ	Black Mane Hair	#N/A
1602	0642	冰萝卜	つめたいにんじん	Iceroot Carrot	#N/A
1603	0643	黑萝卜	くろいにんじん	Shaderoot Carrot	#N/A
1604	0644	极矿石	マックスこうせき	Dynite Ore	#N/A
1605	0645	萝卜种子	にんじんのタネ	Carrot Seeds	#N/A
1606	0646	特性膏药	とくせいパッチ	Ability Patch	TRUE
1607	0647	牵绊缰绳	キズナのタヅナ	Reins of Unity	#N/A
1608	0648	时之镇宝	ときのシズメダマ	Time Balm	#N/A
1609	0649	空之镇宝	そらのシズメダマ	Space Balm	#N/A
1610	064A	镇宝	しずめだま	Mysterious Balm	#N/A
1611	064B	联系绳	つながりのヒモ	Linking Cord	#N/A
1612	064C	家乡玛芬	ふるさとマフィン	Hometown Muffin	#N/A
1613	064D	球果果	ぼんぐりのみ	Apricorn	#N/A
1614	064E	祝庆玛芬	コトブキマフィン	Jubilife Muffin	#N/A
1615	064F	多重强化	マルチアップ	Aux Powerguard	#N/A
1616	0650	要害攻击	クリティカッター	Dire Hit	#N/A
1617	0651	讲究粽	こだわりちまき	Choice Dumpling	#N/A
1618	0652	双倍腌菜	にばいづけ	Twice-Spiced Radish	#N/A
1619	0653	颠倒烧	あべこべやき	Swap Snack	#N/A
1620	0654	弹子萁	タマゼンマイ	Caster Fern	#N/A
1621	0655	精通种子	かいでんのタネ	Seed of Mastery	#N/A
1622	0656	精灵球	モンスターボール	Poké Ball	#N/A
1623	0657	？？？	？？？	???	#N/A
1624	0658	永恒之冰	えいえんのこおり	Eternal Ice	#N/A
1625	0659	由克希之爪	ユクシーのつめ	Uxie’s Claw	#N/A
1626	065A	亚克诺姆之牙	アグノムのきば	Azelf’s Fang	#N/A
1627	065B	艾姆利多之翅	エムリットのはね	Mesprit’s Plume	#N/A
1628	065C	玉石	たまいし	Tumblestone	#N/A
1629	065D	神阖之笛	カミナギのふえ	Celestica Flute	#N/A
1630	065E	中药	カンポーやく	Remedy	#N/A
1631	065F	好中药	いいカンポーやく	Fine Remedy	#N/A
1632	0660	晶晶蜜	きらきらミツ	Dazzling Honey	#N/A
1633	0661	旺旺谷	いきいきイナホ	Hearty Grains	#N/A
1634	0662	滚滚豆	ころころマメ	Plump Beans	#N/A
1635	0663	糯糯菇	もちもちキノコ	Springy Mushroom	#N/A
1636	0664	坚坚矿	ごりごりミネラル	Crunchy Salt	#N/A
1637	0665	木材	もくざい	Wood	#N/A
1638	0666	皇叶	キングリーフ	King’s Leaf	#N/A
1639	0667	沼之镇宝	ぬまのシズメダマ	Marsh Balm	#N/A
1640	0668	精灵球	モンスターボール	Poké Ball	#N/A
1641	0669	超级球	スーパーボール	Great Ball	#N/A
1642	066A	高级球	ハイパーボール	Ultra Ball	#N/A
1643	066B	飞羽球	フェザーボール	Feather Ball	#N/A
1644	066C	宝可梦木娃娃	ポケモンこけし	Pokéshi Doll	#N/A
1645	066D	？？？	？？？	???	#N/A
1646	066E	烟弹	めかくしだま	Smoke Bomb	#N/A
1647	066F	声弹	ばりばりだま	Scatter Bang	#N/A
1648	0670	黏丸	ねばりだま	Sticky Glob	#N/A
1649	0671	星星碎片	ほしのかけら	Star Piece	#N/A
1650	0672	菇诱团	キノコよせだま	Mushroom Cake	#N/A
1651	0673	除虫草	ムシヨケソウ	Bugwort	#N/A
1652	0674	蜜诱团	ミツよせだま	Honey Cake	#N/A
1653	0675	谷诱团	イナホよせだま	Grain Cake	#N/A
1654	0676	豆诱团	マメよせだま	Bean Cake	#N/A
1655	0677	矿诱团	ミネラルよせだま	Salt Cake	#N/A
1656	0678	伤药	キズぐすり	Potion	#N/A
1657	0679	好伤药	いいキズぐすり	Super Potion	#N/A
1658	067A	厉害伤药	すごいキズぐすり	Hyper Potion	#N/A
1659	067B	全满药	まんたんのくすり	Max Potion	#N/A
1660	067C	全复药	かいふくのくすり	Full Restore	#N/A
1661	067D	中药	カンポーやく	Remedy	#N/A
1662	067E	好中药	いいカンポーやく	Fine Remedy	#N/A
1663	067F	厉害中药	すごいカンポーやく	Superb Remedy	#N/A
1664	0680	森之羊羹	もりのヨウカン	Old Gateau	#N/A
1665	0681	祝庆玛芬	コトブキマフィン	Jubilife Muffin	#N/A
1666	0682	万灵药	なんでもなおし	Full Heal	#N/A
1667	0683	活力碎片	げんきのかけら	Revive	#N/A
1668	0684	活力块	げんきのかたまり	Max Revive	#N/A
1669	0685	ＰＰ单项全补剂	ピーピーリカバー	Max Ether	#N/A
1670	0686	ＰＰ多项全补剂	ピーピーマックス	Max Elixir	#N/A
1671	0687	匿声喷雾	ひそやかスプレー	Stealth Spray	#N/A
1672	0688	？？？	？？？	???	#N/A
1673	0689	进攻药丸	せめのがんやく	Aux Power	#N/A
1674	068A	防守药丸	まもりのがんやく	Aux Guard	#N/A
1675	068B	要害攻击	クリティカッター	Dire Hit	#N/A
1676	068C	闪避强化	ヨクアタラーヌ	Aux Evasion	#N/A
1677	068D	多重强化	マルチアップ	Aux Powerguard	#N/A
1678	068E	森之镇宝	もりのシズメダマ	Forest Balm	#N/A
1679	068F	碎铁	てつのかけら	Iron Chunk	#N/A
1680	0690	？？？	？？？	???	#N/A
1681	0691	黑玉石	くろいろたまいし	Black Tumblestone	#N/A
1682	0692	天蓝玉石	そらいろたまいし	Sky Tumblestone	#N/A
1683	0693	？？？	？？？	???	#N/A
1684	0694	泥丸	どろだんご	Ball of Mud	#N/A
1685	0695	？？？	？？？	???	#N/A
1686	0696	惊声藻	バリバリモ	Pop Pod	#N/A
1687	0697	烟芋	ケムリイモ	Sootfoot Root	#N/A
1688	0698	蛀球果	むしくいぼんぐり	Spoiled Apricorn	#N/A
1689	0699	雪丸	ゆきだま	Snowball	#N/A
1690	069A	黏丸	ねばりだま	Sticky Glob	#N/A
1691	069B	黑奇石	くろのきせき	Black Augurite	TRUE
1692	069C	泥炭块	ピートブロック	Peat Block	TRUE
1693	069D	匿声喷雾	ひそやかスプレー	Stealth Spray	#N/A
1694	069E	疗草	クスリソウ	Medicinal Leek	#N/A
1695	069F	活力蕾	ゲンキノツボミ	Vivichoke	#N/A
1696	06A0	ＰＰ草	ピーピーグサ	Pep-Up Plant	#N/A
1697	06A1	？？？	？？？	???	#N/A
1698	06A2	？？？	？？？	???	#N/A
1699	06A3	替身护符２	みがわりおまもり２	Tempting Charm B	#N/A
1700	06A4	替身护符３	みがわりおまもり３	Tempting Charm P	#N/A
1701	06A5	剑舞菇	ツルギマイタケ	Swordcap	#N/A
1702	06A6	铁壁木耳	テッペキクラゲ	Iron Barktongue	#N/A
1703	06A7	影分菇	カゲブンシメジ	Doppel Bonnets	#N/A
1704	06A8	要害松露	キュウショウロ	Direshroom	#N/A
1705	06A9	沙滩萝卜	スナハマダイコン	Sand Radish	#N/A
1706	06AA	替身护符４	みがわりおまもり４	Tempting Charm T	#N/A
